"","Age","Attrition","BusinessTravel","Department","DistanceFromHome","Education","EducationField","EmployeeID","Gender","JobLevel","JobRole","MaritalStatus","MonthlyIncome","NumCompaniesWorked","PercentSalaryHike","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","YearsAtCompany","YearsSinceLastPromotion","YearsWithCurrManager","EnvironmentSatisfaction","JobSatisfaction","WorkLifeBalance","JobInvolvement","PerformanceRating","nhrs","nleaves","novertime","consecutive_holidays"
"3691",54,"No","Travel_Rarely","Sales",1,3,"Medical",3691,"Female",2,"Manager","Single",22970,6,18,2,29,2,20,12,7,4,4,2,2,3,6.21076680672269,23,0,3
"3692",58,"No","Travel_Rarely","Sales",22,3,"Life Sciences",3692,"Female",2,"Laboratory Technician","Married",24500,3,12,1,32,2,9,1,5,4,1,3,3,3,10.5731884057971,31,230,3
"3693",55,"No","Travel_Rarely","Research & Development",7,3,"Life Sciences",3693,"Female",3,"Research Scientist","Divorced",50930,2,16,1,31,3,7,0,0,2,4,4,3,3,7.50081450094162,25,10,3
"3694",36,"No","Travel_Rarely","Research & Development",1,3,"Medical",3694,"Male",2,"Sales Executive","Single",53090,3,13,0,15,5,5,0,1,1,2,3,3,3,9.38468102636535,25,236,3
"3695",31,"Yes","Travel_Frequently","Sales",4,3,"Life Sciences",3695,"Male",2,"Manager","Single",30570,1,19,0,1,3,1,0,0,2,3,3,3,3,7.26832264957265,27,0,3
"3696",30,"No","Travel_Rarely","Sales",3,3,"Life Sciences",3696,"Male",3,"Sales Executive","Divorced",51210,7,13,0,8,4,3,0,2,4,1,3,3,3,7.4748605395519,18,8,3
"3697",31,"No","Travel_Rarely","Research & Development",1,3,"Medical",3697,"Male",1,"Laboratory Technician","Single",168560,3,12,1,9,3,3,1,0,1,2,4,3,3,7.29322826086957,31,1,3
"3698",34,"No","Travel_Frequently","Sales",2,1,"Marketing",3698,"Female",5,"Manager","Divorced",26860,5,11,0,10,3,4,1,3,4,1,3,4,3,7.6064654778235,18,20,3
"3699",31,"Yes","Travel_Rarely","Sales",20,3,"Technical Degree",3699,"Male",1,"Research Scientist","Single",61800,1,14,1,1,2,1,0,0,1,2,4,1,3,8.01226122931442,26,114,4
"3700",27,"No","Travel_Rarely","Human Resources",11,4,"Medical",3700,"Male",4,"Sales Executive","Married",66320,0,16,0,6,3,5,1,4,2,1,4,3,3,7.16485996326905,19,1,3
"3701",36,"No","Travel_Rarely","Sales",1,3,"Marketing",3701,"Male",2,"Research Scientist","Single",35050,1,12,2,10,2,10,1,8,1,4,2,2,3,6.29019788593904,35,0,4
"3702",36,"No","Travel_Rarely","Research & Development",24,3,"Other",3702,"Female",3,"Research Director","Married",63970,4,14,1,11,3,3,0,2,3,1,2,3,3,7.26901639344262,17,3,3
"3703",47,"No","Travel_Rarely","Research & Development",23,4,"Life Sciences",3703,"Female",2,"Sales Executive","Married",62740,7,14,2,17,0,6,1,2,1,4,2,3,3,7.81730418943534,17,63,3
"3704",25,"Yes","Travel_Rarely","Sales",16,4,"Life Sciences",3704,"Male",2,"Research Scientist","Married",198590,3,19,0,6,3,3,2,2,1,1,3,2,3,7.21559692671395,26,0,3
"3705",37,"No","Non-Travel","Sales",8,4,"Medical",3705,"Male",1,"Healthcare Representative","Single",75870,0,22,1,7,5,6,1,3,3,3,1,3,4,7.5827730294397,27,15,3
"3706",56,"No","Travel_Rarely","Research & Development",10,4,"Other",3706,"Male",2,"Sales Representative","Married",42580,2,16,0,5,2,3,1,0,1,1,4,3,3,6.62781115879828,28,0,3
"3707",47,"No","Travel_Rarely","Research & Development",3,2,"Medical",3707,"Male",2,"Laboratory Technician","Married",43640,3,11,1,26,3,20,5,6,1,3,4,3,3,6.33001283846872,23,0,3
"3708",24,"No","Travel_Rarely","Research & Development",5,1,"Other",3708,"Male",1,"Manufacturing Director","Married",43350,1,15,1,5,5,5,0,3,4,3,3,3,3,9.7081450488145,22,239,3
"3709",32,"No","Travel_Rarely","Sales",4,3,"Marketing",3709,"Male",1,"Research Scientist","Married",53260,4,14,1,7,2,4,0,3,4,4,2,3,3,7.52000122369065,34,12,3
"3710",34,"No","Travel_Rarely","Research & Development",9,2,"Medical",3710,"Male",1,"Sales Executive","Married",32800,5,13,0,7,3,5,0,2,4,2,2,3,3,6.11195169082126,31,0,3
"3711",41,"No","Travel_Rarely","Research & Development",26,3,"Medical",3711,"Female",3,"Sales Executive","Married",54850,2,17,2,7,2,4,0,3,2,3,2,3,3,10.5088156028369,26,235,3
"3712",40,"No","Non-Travel","Sales",3,2,"Life Sciences",3712,"Male",1,"Sales Executive","Divorced",43420,3,11,1,11,6,8,0,7,3,3,4,2,3,6.40319847856155,20,0,3
"3713",31,"No","Travel_Rarely","Research & Development",16,3,"Medical",3713,"Male",2,"Human Resources","Divorced",27820,1,19,1,13,5,13,9,9,1,4,3,3,3,6.68814377682403,28,0,3
"3714",46,"Yes","Travel_Rarely","Research & Development",18,1,"Medical",3714,"Male",1,"Manufacturing Director","Divorced",59800,4,11,1,28,2,7,4,3,1,4,4,3,3,6.69237745098039,23,0,3
"3715",39,"Yes","Non-Travel","Research & Development",2,4,"Medical",3715,"Male",2,"Manufacturing Director","Single",43810,2,15,2,11,1,1,0,0,1,1,4,2,3,9.36961226851852,21,240,3
"3716",31,"Yes","Travel_Frequently","Sales",2,3,"Medical",3716,"Male",2,"Sales Executive","Single",25720,1,13,3,10,3,10,4,7,3,2,3,3,3,6.80578602620087,32,0,3
"3717",45,"No","Travel_Rarely","Sales",10,2,"Marketing",3717,"Male",1,"Sales Executive","Divorced",38330,2,14,0,24,1,7,0,7,2,1,3,3,3,10.4706836685824,29,232,3
"3718",31,"No","Travel_Rarely","Research & Development",16,4,"Life Sciences",3718,"Male",3,"Human Resources","Single",42440,9,13,0,8,3,3,0,2,4,2,3,3,3,6.68335351377018,27,0,3
"3719",31,"Yes","Travel_Frequently","Research & Development",7,4,"Life Sciences",3719,"Male",1,"Laboratory Technician","Married",65000,6,23,1,7,5,2,2,2,2,4,1,3,4,10.2789799635701,17,244,3
"3720",45,"No","Travel_Rarely","Research & Development",1,2,"Life Sciences",3720,"Female",1,"Research Scientist","Married",184300,4,12,1,10,5,3,1,2,2,4,4,3,3,10.6097637701804,27,234,3
"3721",48,"No","Travel_Rarely","Research & Development",24,3,"Technical Degree",3721,"Male",2,"Research Scientist","Divorced",16010,4,12,0,15,3,2,2,2,3,1,3,3,3,7.07647996357013,17,0,3
"3722",34,"Yes","Travel_Rarely","Research & Development",7,4,"Medical",3722,"Male",2,"Research Scientist","Married",26940,1,16,1,2,3,2,2,2,1,3,3,3,3,7.41374089253188,17,11,3
"3723",40,"No","Non-Travel","Research & Development",25,4,"Other",3723,"Female",1,"Sales Executive","Divorced",31490,2,15,1,16,1,9,4,8,4,2,3,2,3,8.0126290097629,22,127,3
"3724",28,"No","Travel_Rarely","Research & Development",1,2,"Technical Degree",3724,"Female",1,"Research Scientist","Single",176390,0,13,1,6,0,5,1,3,4,1,3,3,3,6.5011159631247,32,0,3
"3725",44,"No","Non-Travel","Research & Development",5,3,"Life Sciences",3725,"Male",1,"Laboratory Technician","Single",23190,3,18,0,7,4,5,0,3,3,3,3,2,3,6.59900319567355,35,0,3
"3726",53,"No","Travel_Rarely","Research & Development",2,4,"Technical Degree",3726,"Male",2,"Manager","Single",116910,4,20,0,35,2,9,8,8,4,2,2,3,4,6.87007215007215,30,0,3
"3727",49,"No","Travel_Rarely","Research & Development",7,3,"Life Sciences",3727,"Male",3,"Laboratory Technician","Married",53240,2,19,0,20,2,3,1,2,1,3,2,1,3,6.8167373294347,33,0,4
"3728",40,"No","Travel_Rarely","Research & Development",2,4,"Life Sciences",3728,"Male",3,"Laboratory Technician","Divorced",167520,2,18,1,8,3,3,1,2,3,3,4,3,3,6.47205227379278,24,0,3
"3729",44,"No","Travel_Rarely","Research & Development",5,1,"Other",3729,"Male",3,"Research Scientist","Single",52280,1,13,0,6,2,5,1,3,4,2,2,4,3,6.88866499042146,29,0,5
"3730",33,"No","Travel_Frequently","Human Resources",10,3,"Medical",3730,"Female",2,"Sales Executive","Married",27000,0,14,3,5,2,4,0,3,4,1,3,3,3,7.32846369395712,33,3,4
"3731",34,"No","Travel_Rarely","Research & Development",10,4,"Life Sciences",3731,"Female",1,"Sales Representative","Single",192460,3,15,1,15,5,13,3,12,4,1,3,3,3,6.87866402116402,30,0,3
"3732",30,"No","Travel_Rarely","Sales",1,2,"Technical Degree",3732,"Male",1,"Laboratory Technician","Married",25060,8,22,0,4,3,2,2,2,4,3,2,3,4,6.12052509746589,33,0,4
"3733",42,"No","Travel_Frequently","Research & Development",8,4,"Medical",3733,"Female",1,"Sales Executive","Single",60620,1,22,2,12,2,12,5,8,1,4,3,3,4,7.28211413296141,22,4,3
"3734",44,"No","Travel_Frequently","Research & Development",5,3,"Life Sciences",3734,"Female",5,"Manufacturing Director","Married",43820,7,16,2,11,2,1,0,0,1,3,2,3,3,7.58132902298851,29,16,3
"3735",30,"No","Non-Travel","Research & Development",8,3,"Life Sciences",3735,"Male",1,"Manufacturing Director","Divorced",21430,1,17,1,1,2,1,0,0,3,3,2,3,3,6.11086206896552,29,0,3
"3736",57,"No","Travel_Rarely","Sales",2,1,"Life Sciences",3736,"Male",3,"Research Scientist","Married",61620,0,14,0,13,5,12,2,8,2,3,2,2,3,7.5545,21,17,3
"3737",49,"No","Travel_Rarely","Research & Development",7,3,"Technical Degree",3737,"Female",2,"Sales Executive","Divorced",50940,3,15,0,29,5,8,0,7,3,2,3,3,3,6.8960463747646,25,0,3
"3738",34,"No","Travel_Frequently","Research & Development",2,4,"Medical",3738,"Female",2,"Sales Representative","Divorced",68770,7,20,0,16,3,14,6,9,2,1,2,3,4,6.35529006882989,35,0,3
"3739",28,"Yes","Travel_Frequently","Research & Development",2,3,"Medical",3739,"Male",1,"Research Scientist","Married",22740,3,20,1,5,5,3,1,2,1,3,4,3,4,6.47639961850262,28,0,3
"3740",29,"Yes","Travel_Frequently","Research & Development",28,3,"Medical",3740,"Female",5,"Research Scientist","Single",44340,5,17,3,7,1,5,0,0,1,2,1,3,3,7.79768404206676,18,57,3
"3741",34,"Yes","Travel_Rarely","Research & Development",7,1,"Medical",3741,"Male",1,"Research Scientist","Single",62880,0,15,1,16,2,15,10,10,1,2,4,3,3,8.51721415398801,20,231,3
"3742",35,"No","Travel_Rarely","Sales",7,4,"Other",3742,"Female",4,"Healthcare Representative","Married",25530,1,14,1,1,4,1,0,0,4,3,3,2,3,6.57575642791552,19,0,3
"3743",24,"Yes","Travel_Frequently","Sales",3,3,"Life Sciences",3743,"Male",2,"Research Scientist","Single",76540,2,17,1,4,3,0,0,0,2,1,2,2,3,8.48602859135286,22,222,3
"3744",24,"No","Non-Travel","Research & Development",10,3,"Life Sciences",3744,"Female",2,"Manager","Married",51600,1,17,1,1,3,1,0,0,4,2,3,1,3,7.41512970615243,19,8,3
"3745",44,"No","Travel_Frequently","Research & Development",5,2,"Medical",3745,"Female",2,"Research Scientist","Single",171590,5,22,1,16,1,2,2,2,2,3,2,2,4,10.3062104885057,29,232,3
"3746",29,"No","Travel_Rarely","Sales",10,2,"Life Sciences",3746,"Female",1,"Sales Executive","Divorced",128080,1,13,0,10,6,10,0,4,3,3,3,3,3,6.99705009496676,27,0,3
"3747",30,"No","Travel_Rarely","Research & Development",1,2,"Life Sciences",3747,"Male",3,"Sales Executive","Divorced",102210,0,19,1,6,2,5,1,3,3,3,4,3,3,6.13729686735193,34,0,3
"3748",55,"No","Travel_Rarely","Sales",20,3,"Marketing",3748,"Male",2,"Research Scientist","Married",47790,0,14,1,4,6,3,1,2,4,3,3,3,3,10.6673775894539,25,236,3
"3749",33,"No","Travel_Rarely","Research & Development",7,2,"Life Sciences",3749,"Male",2,"Research Scientist","Married",37370,8,22,2,8,2,5,0,2,1,2,3,3,4,7.87121840724845,28,83,3
"3750",47,"No","Travel_Rarely","Research & Development",8,4,"Medical",3750,"Female",2,"Sales Representative","Married",23660,3,17,0,11,5,5,1,2,3,3,2,2,3,10.8656136680614,22,239,3
"3751",28,"Yes","Travel_Frequently","Sales",1,3,"Marketing",3751,"Male",2,"Laboratory Technician","Single",17060,7,12,0,8,3,0,0,0,3,1,2,3,3,7.60069262493935,32,23,3
"3752",28,"No","Travel_Rarely","Sales",8,4,"Marketing",3752,"Male",1,"Laboratory Technician","Divorced",163070,1,16,0,1,3,1,0,0,1,3,1,2,3,6.12267831149927,32,0,3
"3753",28,"No","Travel_Frequently","Research & Development",9,3,"Life Sciences",3753,"Female",2,"Sales Executive","Single",59330,0,11,0,5,3,4,1,3,3,1,3,3,3,7.01227594878829,18,0,3
"3754",49,"No","Travel_Rarely","Research & Development",5,4,"Life Sciences",3754,"Female",1,"Research Scientist","Married",34240,4,11,0,10,3,3,1,2,3,1,3,3,3,6.39099975526187,34,0,3
"3755",29,"No","Travel_Frequently","Research & Development",8,1,"Medical",3755,"Male",1,"Research Scientist","Married",40370,0,14,0,4,2,3,0,2,4,2,3,1,3,7.12761853448276,29,0,3
"3756",28,"No","Travel_Rarely","Research & Development",5,1,"Technical Degree",3756,"Male",2,"Laboratory Technician","Married",25590,1,11,0,8,3,8,1,7,3,2,2,2,3,5.98072416302766,32,0,3
"3757",33,"No","Travel_Rarely","Research & Development",15,4,"Life Sciences",3757,"Female",1,"Sales Executive","Single",62010,2,15,3,14,2,0,0,0,4,3,3,2,3,8.46134123663412,22,227,3
"3758",32,"No","Travel_Rarely","Research & Development",7,3,"Life Sciences",3758,"Female",3,"Laboratory Technician","Single",44030,2,20,0,10,3,5,0,0,3,4,4,2,4,7.38614537444934,34,2,3
"3759",54,"No","Travel_Frequently","Sales",10,3,"Life Sciences",3759,"Female",4,"Research Scientist","Divorced",37610,3,12,0,26,3,14,1,12,2,4,3,2,3,6.99323731138546,18,0,3
"3760",29,"Yes","Travel_Rarely","Research & Development",5,3,"Life Sciences",3760,"Female",2,"Research Scientist","Single",109340,6,17,2,11,2,9,0,7,1,1,1,3,3,6.53520212765957,26,0,3
"3761",44,"No","Travel_Rarely","Sales",26,1,"Marketing",3761,"Male",1,"Sales Representative","Married",107610,3,11,1,24,5,20,14,17,4,1,4,2,3,7.90860185185185,21,93,3
"3762",39,"No","Travel_Rarely","Sales",6,1,"Technical Degree",3762,"Female",2,"Laboratory Technician","Single",51750,4,17,1,9,2,2,2,2,2,2,3,4,3,7.0735315712188,34,0,3
"3763",46,"No","Travel_Rarely","Research & Development",4,2,"Life Sciences",3763,"Male",3,"Manufacturing Director","Married",138260,8,11,0,23,1,13,5,1,3,2,4,2,3,7.02306633141762,29,0,4
"3764",35,"No","Travel_Rarely","Research & Development",23,4,"Life Sciences",3764,"Male",2,"Research Scientist","Single",63340,1,14,0,11,2,11,3,3,4,2,1,4,3,6.16735460992908,26,0,3
"3765",23,"No","Travel_Rarely","Research & Development",2,4,"Medical",3765,"Female",2,"Manager","Single",49360,0,19,1,5,2,4,1,2,1,3,3,2,3,7.69816324033284,34,28,4
"3766",40,"Yes","Travel_Rarely","Research & Development",2,3,"Medical",3766,"Male",2,"Research Director","Single",47750,3,15,1,15,3,5,1,0,4,1,1,4,3,7.60252707156309,25,26,3
"3767",34,"No","Travel_Rarely","Human Resources",2,3,"Human Resources",3767,"Male",2,"Manufacturing Director","Married",28180,1,13,1,10,2,10,8,6,4,3,3,3,3,10.299240063234,15,246,3
"3768",31,"Yes","Travel_Frequently","Research & Development",29,3,"Life Sciences",3768,"Female",2,"Healthcare Representative","Single",25150,1,14,0,7,3,7,7,7,4,3,1,2,3,6.39412698412698,23,0,3
"3769",50,"No","Travel_Frequently","Research & Development",6,3,"Medical",3769,"Male",1,"Manager","Single",23420,1,12,1,32,2,32,13,9,3,4,3,2,3,9.98701948924731,13,248,3
"3770",34,"No","Travel_Rarely","Sales",25,5,"Marketing",3770,"Female",1,"Research Scientist","Married",41940,0,17,2,12,3,11,5,7,2,3,3,3,3,10.5082358276644,16,245,3
"3771",42,"No","Travel_Rarely","Research & Development",1,3,"Life Sciences",3771,"Female",1,"Manufacturing Director","Married",106850,4,11,3,4,2,1,0,0,3,2,3,3,3,6.59487321346243,20,0,3
"3772",37,"No","Travel_Rarely","Research & Development",2,2,"Medical",3772,"Male",1,"Research Scientist","Married",20220,1,12,0,10,1,10,3,7,1,4,3,3,3,7.99000586029067,24,109,3
"3773",29,"No","Travel_Rarely","Research & Development",1,3,"Medical",3773,"Female",1,"Manager","Married",23140,3,13,0,9,5,7,0,7,3,1,3,4,3,6.18517917267917,30,0,3
"3774",33,"No","Travel_Rarely","Research & Development",1,1,"Life Sciences",3774,"Male",1,"Research Scientist","Single",42560,1,13,3,5,1,5,0,2,4,2,3,3,3,7.20106782106782,30,1,4
"3775",45,"No","Travel_Rarely","Sales",3,3,"Life Sciences",3775,"Male",3,"Laboratory Technician","Married",35800,4,20,1,8,1,5,0,3,4,4,3,2,4,6.0268918609968,18,0,3
"3776",42,"No","Travel_Frequently","Human Resources",1,4,"Technical Degree",3776,"Male",2,"Manufacturing Director","Married",31620,2,17,2,24,1,20,13,9,4,4,1,3,3,8.09764403292181,18,147,3
"3777",40,"No","Travel_Rarely","Sales",10,1,"Life Sciences",3777,"Female",1,"Manufacturing Director","Married",65240,0,13,1,9,2,8,7,1,1,1,4,4,3,6.27705090553108,34,0,3
"3778",33,"No","Travel_Rarely","Research & Development",9,3,"Medical",3778,"Female",2,"Manufacturing Director","Married",28990,1,17,0,15,3,15,5,7,2,3,3,2,3,10.6195313214449,18,243,3
"3780",24,"No","Travel_Rarely","Sales",10,2,"Marketing",3780,"Male",1,"Manufacturing Director","Divorced",23560,0,13,0,2,5,1,0,0,3,1,3,3,3,6.09455137145514,22,0,3
"3781",40,"No","Non-Travel","Research & Development",7,3,"Medical",3781,"Male",1,"Research Scientist","Divorced",28000,3,12,2,8,0,2,2,2,4,4,3,2,3,8.4106712962963,33,205,3
"3782",45,"No","Travel_Rarely","Research & Development",4,3,"Medical",3782,"Female",3,"Laboratory Technician","Divorced",118360,1,22,0,10,2,10,7,7,1,2,3,4,4,6.60945035460993,26,0,3
"3783",35,"No","Travel_Rarely","Research & Development",10,1,"Life Sciences",3783,"Male",1,"Healthcare Representative","Married",109030,0,11,0,6,3,5,4,2,2,3,3,4,3,7.80991470723836,20,57,3
"3784",32,"No","Travel_Rarely","Research & Development",22,4,"Medical",3784,"Male",1,"Sales Executive","Married",29730,3,22,0,12,0,7,2,5,4,2,3,4,4,7.30051308539945,19,0,3
"3785",36,"No","Travel_Rarely","Sales",9,3,"Marketing",3785,"Female",4,"Research Scientist","Single",142750,3,18,1,7,5,3,1,2,3,4,2,2,3,9.10374435411021,15,246,3
"3786",48,"No","Travel_Rarely","Research & Development",12,4,"Medical",3786,"Male",1,"Laboratory Technician","Divorced",55620,8,13,1,18,2,8,7,7,3,3,3,3,3,7.91302823315118,17,88,3
"3787",29,"No","Travel_Rarely","Research & Development",23,4,"Life Sciences",3787,"Female",2,"Healthcare Representative","Married",45370,6,18,1,5,5,1,0,0,3,3,2,4,3,7.81151875901876,30,60,3
"3788",33,"No","Travel_Rarely","Research & Development",9,1,"Medical",3788,"Male",1,"Healthcare Representative","Married",76420,2,20,1,8,2,2,2,2,1,1,1,2,4,7.11894347404173,32,0,3
"3789",30,"Yes","Travel_Rarely","Research & Development",1,3,"Other",3789,"Male",3,"Sales Executive","Married",179240,1,13,2,10,2,10,6,7,2,1,3,3,3,7.41584186159844,33,7,3
"3790",38,"No","Travel_Frequently","Sales",9,3,"Marketing",3790,"Male",1,"Manufacturing Director","Married",52040,3,13,1,10,2,6,1,2,3,3,3,3,3,6.91020921985816,26,0,3
"3791",35,"No","Travel_Rarely","Sales",7,2,"Life Sciences",3791,"Male",1,"Sales Executive","Single",22770,1,12,1,3,2,3,1,2,4,1,3,3,3,6.79903594771242,23,0,3
"3792",30,"No","Travel_Rarely","Research & Development",14,3,"Technical Degree",3792,"Male",5,"Research Director","Married",27950,3,13,0,9,4,4,1,3,3,2,3,3,3,6.50627263827704,34,0,4
"3793",35,"Yes","Travel_Rarely","Research & Development",2,3,"Medical",3793,"Female",1,"Research Scientist","Divorced",25320,1,13,0,1,2,1,0,0,1,1,3,1,3,9.70629818594104,16,245,3
"3794",53,"Yes","Travel_Rarely","Research & Development",19,3,"Life Sciences",3794,"Male",2,"Manager","Married",25590,0,25,0,34,2,33,1,9,3,4,3,3,4,6.48492392807746,20,0,3
"3795",38,"Yes","Travel_Rarely","Research & Development",2,3,"Medical",3795,"Female",3,"Sales Executive","Married",49080,4,19,1,7,3,5,1,4,3,2,3,2,3,7.57907786885246,17,25,3
"3796",32,"No","Non-Travel","Research & Development",10,4,"Life Sciences",3796,"Female",5,"Research Scientist","Married",23800,4,13,0,9,5,6,1,2,4,1,2,3,3,7.38437880918894,24,5,3
"3797",48,"No","Travel_Rarely","Research & Development",2,5,"Life Sciences",3797,"Male",1,"Sales Executive","Married",47650,8,12,1,10,4,8,7,6,3,1,2,3,3,7.08514885138303,24,1,3
"3798",34,"No","Travel_Rarely","Research & Development",3,3,"Life Sciences",3798,"Male",2,"Sales Executive","Single",20440,1,11,0,1,2,1,0,0,1,4,1,3,3,7.38540821256039,31,6,3
"3799",55,"No","Travel_Rarely","Research & Development",11,1,"Medical",3799,"Female",1,"Laboratory Technician","Married",26930,1,18,0,36,6,36,2,13,3,4,3,2,3,6.40351051668953,18,0,4
"3800",34,"No","Travel_Rarely","Research & Development",2,2,"Life Sciences",3800,"Male",2,"Research Scientist","Married",65860,9,18,1,9,3,2,2,1,2,4,2,3,3,6.10762793914246,20,0,3
"3801",26,"No","Travel_Rarely","Research & Development",4,3,"Life Sciences",3801,"Male",1,"Research Director","Married",32940,1,11,0,1,6,1,0,0,1,4,3,3,3,7.28372418879056,35,2,4
"3802",38,"No","Travel_Rarely","Sales",14,2,"Marketing",3802,"Female",1,"Sales Executive","Married",41710,0,23,0,10,4,9,7,7,3,2,3,4,4,7.04831161408322,18,0,4
"3803",38,"No","Travel_Rarely","Research & Development",2,3,"Life Sciences",3803,"Female",1,"Manufacturing Director","Single",27780,2,13,0,8,5,3,1,2,2,2,4,2,3,7.21435032139578,19,1,3
"3804",36,"No","Travel_Rarely","Human Resources",1,3,"Human Resources",3804,"Male",1,"Research Scientist","Single",23770,6,13,2,15,3,1,0,0,2,3,3,3,3,7.40167950513539,23,5,3
"3805",29,"No","Travel_Rarely","Research & Development",10,3,"Life Sciences",3805,"Male",1,"Sales Representative","Single",24040,1,17,0,10,3,10,1,5,2,1,3,2,3,8.09883771929825,33,141,3
"3806",35,"No","Travel_Rarely","Sales",12,2,"Life Sciences",3806,"Female",2,"Sales Executive","Single",23180,3,19,0,10,4,5,0,4,1,3,3,4,3,9.31435144927536,31,230,3
"3807",39,"No","Travel_Rarely","Sales",2,2,"Medical",3807,"Female",1,"Sales Executive","Married",20080,2,12,0,11,3,7,7,6,4,3,3,3,3,7.80845969945355,17,68,3
"3808",29,"No","Travel_Frequently","Research & Development",5,1,"Medical",3808,"Female",1,"Research Scientist","Divorced",62440,1,22,0,6,3,6,1,3,1,4,4,3,4,6.78751891252955,26,0,3
"3809",50,"No","Travel_Rarely","Research & Development",4,2,"Medical",3809,"Female",1,"Laboratory Technician","Married",27990,4,12,1,27,0,1,0,0,3,3,3,1,3,9.41590364223144,20,241,3
"3810",23,"No","Travel_Rarely","Research & Development",7,2,"Life Sciences",3810,"Female",3,"Manager","Married",105520,2,11,0,4,2,2,2,2,4,3,3,3,3,6.68736854138089,18,0,3
"3811",36,"No","Travel_Frequently","Sales",21,3,"Life Sciences",3811,"Male",2,"Human Resources","Married",23290,3,15,0,9,2,3,0,2,1,1,3,3,3,9.19007469654528,23,238,3
